playerName,seasonStartYear,salary,inflationAdjSalary
Marcus Camby,1997,"$2,799,240","$4,744,493"
Armen Gilliam,1997,"$2,780,400","$4,712,561"
Scottie Pippen,1997,"$2,775,000","$4,703,408"
Micheal Williams,1997,"$2,775,000","$4,703,408"
Andrew Lang,1997,"$2,700,000","$4,576,289"
Keith Van Horn,1997,"$2,655,360","$4,500,628"
Kevin Edwards,1997,"$2,640,000","$4,474,594"
Rodney Rogers,1997,"$2,640,000","$4,474,594"
Grant Long,1997,"$2,610,335","$4,424,314"
Cedric Ceballos,1997,"$2,605,000","$4,415,271"
BJ Armstrong,1997,"$2,600,000","$4,406,797"
Jerry Stackhouse,1997,"$2,583,360","$4,378,593"
Doug West,1997,"$2,535,000","$4,296,627"
Shareef Abdur-Rahim,1997,"$2,513,760","$4,260,627"
Dino Radja,1997,"$2,500,000","$4,237,305"
Jayson Williams,1997,"$2,500,000","$4,237,305"
Sam Cassell,1997,"$2,500,000","$4,237,305"
Chuck Person,1997,"$2,470,000","$4,186,457"
Mario Elie,1997,"$2,430,000","$4,118,660"
Chauncey Billups,1997,"$2,384,640","$4,041,778"
Voshon Lenard,1997,"$2,364,597","$4,007,807"
Rasheed Wallace,1997,"$2,329,080","$3,947,608"
Blue Edwards,1997,"$2,300,000","$3,898,320"
Adam Keefe,1997,"$2,300,000","$3,898,320"
Vinny Del Negro,1997,"$2,298,777","$3,896,247"
Ervin Johnson,1997,"$2,281,128","$3,866,334"
Stephon Marbury,1997,"$2,266,320","$3,841,235"
Charles Barkley,1997,"$2,250,000","$3,813,574"
Mark Bryant,1997,"$2,250,000","$3,813,574"
Felton Spencer,1997,"$2,178,099","$3,691,707"
Greg Minor,1997,"$2,160,000","$3,661,031"
Antonio Daniels,1997,"$2,149,920","$3,643,946"
Don MacLean,1997,"$2,120,000","$3,593,234"
George Lynch,1997,"$2,115,000","$3,584,760"
Kevin Garnett,1997,"$2,109,120","$3,574,793"
Pervis Ellison,1997,"$2,090,000","$3,542,387"
Michael Cage,1997,"$2,055,421","$3,483,778"
Ray Allen,1997,"$2,052,360","$3,478,590"
Elmore Spencer,1997,"$2,050,000","$3,474,590"
Tracy Murray,1997,"$2,040,000","$3,457,640"
Doug Christie,1997,"$2,012,767","$3,411,483"
Anthony Peeler,1997,"$2,012,500","$3,411,030"
Travis Knight,1997,"$2,000,000","$3,389,844"
Eddie Jones,1997,"$2,000,000","$3,389,844"
Elliot Perry,1997,"$2,000,000","$3,389,844"
Terry Porter,1997,"$2,000,000","$3,389,844"
Will Perdue,1997,"$1,987,500","$3,368,657"
Tony Battie,1997,"$1,946,880","$3,299,809"
Brent Price,1997,"$1,920,000","$3,254,250"
Dale Ellis,1997,"$1,920,000","$3,254,250"
Michael Smith,1997,"$1,920,000","$3,254,250"
Bryant Reeves,1997,"$1,915,680","$3,246,928"
Nick Van Exel,1997,"$1,900,000","$3,220,351"
Carlos Rogers,1997,"$1,900,000","$3,220,351"
Gheorghe Muresan,1997,"$1,887,500","$3,199,165"
Popeye Jones,1997,"$1,886,538","$3,197,534"
Antoine Walker,1997,"$1,864,080","$3,159,470"
Jalen Rose,1997,"$1,852,500","$3,139,843"
Khalid Reeves,1997,"$1,852,000","$3,138,995"
Carl Herrera,1997,"$1,820,000","$3,084,758"
David Wesley,1997,"$1,800,000","$3,050,859"
Muggsy Bogues,1997,"$1,800,000","$3,050,859"
Bill Wennington,1997,"$1,800,000","$3,050,859"
Dean Garrett,1997,"$1,800,000","$3,050,859"
Kevin Willis,1997,"$1,800,000","$3,050,859"
Ron Mercer,1997,"$1,768,320","$2,997,164"
Lindsey Hunter,1997,"$1,750,000","$2,966,113"
Damon Stoudamire,1997,"$1,748,760","$2,964,011"
Lorenzen Wright,1997,"$1,701,720","$2,884,282"
Bimbo Coles,1997,"$1,700,000","$2,881,367"
Tim Thomas,1997,"$1,614,240","$2,736,010"
Shawn Respert,1997,"$1,602,120","$2,715,468"
Erick Strickland,1997,"$1,600,000","$2,711,875"
Antoine Carr,1997,"$1,600,000","$2,711,875"
Eric Piatkowski,1997,"$1,587,500","$2,690,688"
Derek Harper,1997,"$1,560,000","$2,644,078"
Kerry Kittles,1997,"$1,559,040","$2,642,451"
Yinka Dare,1997,"$1,552,500","$2,631,366"
Greg Graham,1997,"$1,540,000","$2,610,179"
Eric Montross,1997,"$1,520,000","$2,576,281"
James Robinson,1997,"$1,500,000","$2,542,383"
Adonal Foyle,1997,"$1,495,000","$2,533,908"
Erick Dampier,1997,"$1,478,880","$2,506,586"
Ed O'Bannon,1997,"$1,472,640","$2,496,009"
Tree Rollins,1997,"$1,470,000","$2,491,535"
Terrell Brandon,1997,"$1,469,440","$2,490,586"
Lucious Harris,1997,"$1,440,000","$2,440,687"
Sean Rooks,1997,"$1,440,000","$2,440,687"
Samaki Walker,1997,"$1,433,040","$2,428,891"
Buck Williams,1997,"$1,431,000","$2,425,433"
Scott Burrell,1997,"$1,430,000","$2,423,738"
Corie Blount,1997,"$1,430,000","$2,423,738"
Doug Edwards,1997,"$1,430,000","$2,423,738"
Acie Earl,1997,"$1,430,000","$2,423,738"
Rex Walters,1997,"$1,430,000","$2,423,738"
Kevin Gamble,1997,"$1,420,250","$2,407,213"
Matt Geiger,1997,"$1,402,000","$2,376,280"
Sam Mitchell,1997,"$1,400,000","$2,372,890"
Kurt Thomas,1997,"$1,398,960","$2,371,128"
Tracy McGrady,1997,"$1,359,360","$2,304,009"
Bill Curley,1997,"$1,333,800","$2,260,686"
Tony Dumas,1997,"$1,330,000","$2,254,246"
Gary Trent,1997,"$1,329,009","$2,252,566"
Johnny Newman,1997,"$1,325,000","$2,245,771"
Lee Mayberry,1997,"$1,320,000","$2,237,297"
Todd Fuller,1997,"$1,293,240","$2,191,940"
Danny Fortson,1997,"$1,291,440","$2,188,890"
Cherokee Parks,1997,"$1,262,640","$2,140,076"
Randy Brown,1997,"$1,260,000","$2,135,601"
Haywoode Workman,1997,"$1,260,000","$2,135,601"
Howard Eisley,1997,"$1,240,000","$2,101,703"
Aaron McKie,1997,"$1,235,000","$2,093,228"
Dickey Simpkins,1997,"$1,235,000","$2,093,228"
Duane Ferrell,1997,"$1,235,000","$2,093,228"
Monty Williams,1997,"$1,235,000","$2,093,228"
Vitaly Potapenko,1997,"$1,228,560","$2,082,313"
Tariq Abdul-Wahad,1997,"$1,226,880","$2,079,465"
Duane Causwell,1997,"$1,211,705","$2,053,745"
Andrew DeClercq,1997,"$1,200,000","$2,033,906"
Keith Closs,1997,"$1,200,000","$2,033,906"
B.J. Tyler,1997,"$1,200,000","$2,033,906"
Shandon Anderson,1997,"$1,200,000","$2,033,906"
Chris Whitney,1997,"$1,200,000","$2,033,906"
Corliss Williamson,1997,"$1,199,520","$2,033,092"
Eric Mobley,1997,"$1,178,000","$1,996,618"
Kobe Bryant,1997,"$1,167,240","$1,978,380"
Austin Croshere,1997,"$1,165,440","$1,975,329"
Robert Parish,1997,"$1,150,000","$1,949,160"
Malik Sealy,1997,"$1,150,000","$1,949,160"
Eric Williams,1997,"$1,139,520","$1,931,397"
Chris Dudley,1997,"$1,135,000","$1,923,736"
Lorenzo Williams,1997,"$1,128,000","$1,911,872"
Derek Anderson,1997,"$1,107,240","$1,876,685"
Tim Legler,1997,"$1,105,000","$1,872,888"
Brent Barry,1997,"$1,082,520","$1,834,786"
Charlie Ward,1997,"$1,054,500","$1,787,295"
Steve Nash,1997,"$1,053,360","$1,785,363"
Maurice Taylor,1997,"$1,051,800","$1,782,718"
Alan Henderson,1997,"$1,028,400","$1,743,057"
Clifford Rozier,1997,"$1,022,250","$1,732,633"
Tony Delk,1997,"$1,000,680","$1,696,074"
Henry James,1997,"$1,000,000","$1,694,922"
Don Reid,1997,"$1,000,000","$1,694,922"
Rick Fox,1997,"$1,000,000","$1,694,922"
Terry Mills,1997,"$1,000,000","$1,694,922"
Bo Outlaw,1997,"$1,000,000","$1,694,922"
Terry Cummings,1997,"$1,000,000","$1,694,922"
Clifford Robinson,1997,"$1,000,000","$1,694,922"
Kelvin Cato,1997,"$999,240","$1,693,633"
Bob Sura,1997,"$976,920","$1,655,803"
Tom Hammonds,1997,"$970,000","$1,644,074"
Jermaine O'Neal,1997,"$950,640","$1,611,260"
Zan Tabak,1997,"$950,000","$1,610,175"
Brevin Knight,1997,"$949,320","$1,609,023"
Theo Ratliff,1997,"$928,080","$1,573,023"
John Wallace,1997,"$903,120","$1,530,717"
Mario Bennett,1997,"$902,500","$1,529,666"
Johnny Taylor,1997,"$901,880","$1,528,616"
Chris Carr,1997,"$900,000","$1,525,429"
Terry Dehere,1997,"$886,125","$1,501,912"
Walter McCarty,1997,"$862,560","$1,461,971"
Jason Caffey,1997,"$850,920","$1,442,243"
Zydrunas Ilgauskas,1997,"$828,000","$1,403,395"
Scot Pollard,1997,"$818,160","$1,386,717"
Michael Finley,1997,"$816,840","$1,384,480"
Dontae' Jones,1997,"$794,880","$1,347,259"
Paul Grant,1997,"$785,400","$1,331,191"
George Zidek,1997,"$784,200","$1,329,157"
Herb Williams,1997,"$766,667","$1,299,440"
Roy Rogers,1997,"$763,080","$1,293,361"
Randolph Childress,1997,"$760,000","$1,288,140"
Anthony Parker,1997,"$754,080","$1,278,106"
Travis Best,1997,"$752,000","$1,274,581"
Steve Kerr,1997,"$750,000","$1,271,191"
Tony Massenburg,1997,"$750,000","$1,271,191"
Keith Askins,1997,"$750,000","$1,271,191"
Ed Gray,1997,"$723,840","$1,226,852"
Loren Meyer,1997,"$722,760","$1,225,021"
Chris Anstey,1997,"$713,900","$1,210,004"
Eric Snow,1997,"$706,300","$1,197,123"
Derek Fisher,1997,"$703,200","$1,191,869"
Pete Chilcutt,1997,"$700,000","$1,186,445"
Bobby Jackson,1997,"$694,920","$1,177,835"
David Vaughn,1997,"$693,840","$1,176,004"
Danny Schayes,1997,"$690,000","$1,169,496"
Martin Muursepp,1997,"$675,120","$1,144,275"
Sherell Ford,1997,"$670,800","$1,136,953"
Jerome Williams,1997,"$652,800","$1,106,445"
J.R. Reid,1997,"$650,000","$1,101,699"
Mark West,1997,"$650,000","$1,101,699"
Greg Ostertag,1997,"$647,400","$1,097,292"
John Thomas,1997,"$640,440","$1,085,495"
Priest Lauderdale,1997,"$630,000","$1,067,800"
Eddie Johnson,1997,"$626,700","$1,062,207"
David Benoit,1997,"$609,096","$1,032,370"
Brian Evans,1997,"$607,545","$1,029,741"
Jacque Vaughn,1997,"$601,320","$1,019,190"
Dontonio Wingfield,1997,"$600,000","$1,016,953"
Gary Grant,1997,"$600,000","$1,016,953"
Keith Booth,1997,"$597,600","$1,012,885"
David Wingate,1997,"$570,000","$966,105"
Cory Alexander,1997,"$562,380","$953,190"
Rodrick Rhodes,1997,"$555,900","$942,207"
Donny Marshall,1997,"$540,000","$915,257"
Hubert Davis,1997,"$537,500","$911,020"
Greg Foster,1997,"$504,000","$854,240"
Jud Buechler,1997,"$500,000","$847,461"
Shawnelle Scott,1997,"$500,000","$847,461"
Randy Woods,1997,"$500,000","$847,461"
Marcus Brown,1997,"$500,000","$847,461"
Michael Curry,1997,"$500,000","$847,461"
Aaron Williams,1997,"$500,000","$847,461"
Jerome Kersey,1997,"$500,000","$847,461"
Lawrence Funderburke,1997,"$500,000","$847,461"
Joe Wolf,1997,"$480,000","$813,562"
Rick Mahorn,1997,"$480,000","$813,562"
Sam Mack,1997,"$455,000","$771,189"
Craig Ehlo,1997,"$432,081","$732,343"
Darrick Martin,1997,"$431,250","$730,935"
Bruce Bowen,1997,"$422,500","$716,104"
John Crotty,1997,"$420,000","$711,867"
Tyus Edney,1997,"$400,000","$677,968"
Isaac Austin,1997,"$384,000","$650,850"
Shane Heal,1997,"$384,000","$650,850"
Fred Hoiberg,1997,"$356,400","$604,070"
Darrell Armstrong,1997,"$350,000","$593,222"
Reggie Slater,1997,"$350,000","$593,222"
Anthony Goldwire,1997,"$330,000","$559,324"
Steve Scheffler,1997,"$330,000","$559,324"
Eldridge Recasner,1997,"$326,700","$553,731"
Tyrone Corbin,1997,"$326,700","$553,731"
Emanual Davis,1997,"$326,700","$553,731"
Matt Bullard,1997,"$326,700","$553,731"
Matt Maloney,1997,"$326,700","$553,731"
Othella Harrington,1997,"$326,700","$553,731"
Randy Livingston,1997,"$326,700","$553,731"
Derek Strong,1997,"$326,700","$553,731"
Gerald Wilkins,1997,"$326,700","$553,731"
Doug Overton,1997,"$326,700","$553,731"
Mark Davis,1997,"$326,700","$553,731"
Rex Chapman,1997,"$326,700","$553,731"
Ben Wallace,1997,"$326,700","$553,731"
Chris Robinson,1997,"$325,000","$550,849"
Charles O'Bannon,1997,"$320,000","$542,375"
Jerald Honeycutt,1997,"$300,000","$508,476"
Kevin Salvadori,1997,"$300,000","$508,476"
Adrian Caldwell,1997,"$292,250","$495,340"
Jon Barry,1997,"$272,500","$461,866"
Ed Stokes,1997,"$272,500","$461,866"
John Long,1997,"$272,500","$461,866"
Anthony Miller,1997,"$272,250","$461,442"
Chucky Brown,1997,"$272,250","$461,442"
Donald Whiteside,1997,"$272,250","$461,442"
Greg Anderson,1997,"$272,250","$461,442"
Jack Haley,1997,"$272,250","$461,442"
Steve Henson,1997,"$272,250","$461,442"
Corey Beck,1997,"$272,250","$461,442"
Tony Farmer,1997,"$272,250","$461,442"
Joe Kleine,1997,"$272,250","$461,442"
Mitchell Butler,1997,"$272,250","$461,442"
Kevin Ollie,1997,"$272,250","$461,442"
Rumeal Robinson,1997,"$272,250","$461,442"
Carl Thomas,1997,"$272,250","$461,442"
Joe Stephens,1997,"$272,250","$461,442"
Etdrick Bohannon,1997,"$272,250","$461,442"
Ivano Newbill,1997,"$272,250","$461,442"
Eric Murdock,1997,"$272,250","$461,442"
Mark Strickland,1997,"$272,250","$461,442"
Todd Day,1997,"$272,250","$461,442"
Jamie Feick,1997,"$272,250","$461,442"
Tim Breaux,1997,"$272,250","$461,442"
Reggie Jordan,1997,"$272,250","$461,442"
Pete Myers,1997,"$272,250","$461,442"
Ron Grandison,1997,"$272,250","$461,442"
Greg Anthony,1997,"$272,250","$461,442"
Stephen Howard,1997,"$272,250","$461,442"
Tim Kempton,1997,"$272,250","$461,442"
George McCloud,1997,"$272,250","$461,442"
Horacio Llamas Grey,1997,"$272,250","$461,442"
Tom Chambers,1997,"$272,250","$461,442"
Alton Lister,1997,"$272,250","$461,442"
Sean Higgins,1997,"$272,250","$461,442"
Vincent Askew,1997,"$272,250","$461,442"
Jaren Jackson Jr,1997,"$272,250","$461,442"
Malik Rose,1997,"$272,250","$461,442"
Reggie Geary,1997,"$272,250","$461,442"
Darvin Ham,1997,"$272,250","$461,442"
Terry Davis,1997,"$272,250","$461,442"
Jimmy Oliver,1997,"$272,250","$461,442"
DeJuan Wheat,1997,"$262,000","$444,069"
Bubba Wells,1997,"$260,000","$440,679"
Cedric Henderson,1997,"$250,000","$423,730"
Jason Lawson,1997,"$242,250","$410,594"
God Shammgod,1997,"$242,250","$410,594"
Chris Crawford,1997,"$242,000","$410,171"
Travis Williams,1997,"$242,000","$410,171"
Adrian Custis,1997,"$242,000","$410,171"
Eric Washington,1997,"$242,000","$410,171"
Serge Zwikker,1997,"$242,000","$410,171"
Mark Pope,1997,"$242,000","$410,171"
James Collins,1997,"$242,000","$410,171"
Shea Seals,1997,"$242,000","$410,171"
Malcolm Huckaby,1997,"$242,000","$410,171"
Jeff Nordgaard,1997,"$242,000","$410,171"
James Cotton,1997,"$242,000","$410,171"
Kebu Stewart,1997,"$242,000","$410,171"
Marko Milic,1997,"$242,000","$410,171"
Alvin Williams,1997,"$242,000","$410,171"
Anthony Johnson,1997,"$242,000","$410,171"
Michael Stewart,1997,"$242,000","$410,171"
Derek Grimm,1997,"$242,000","$410,171"
Chris Garner,1997,"$242,000","$410,171"
Troy Hudson,1997,"$242,000","$410,171"
Matt Fish,1997,"$150,000","$254,238"
Stacey King,1997,"$100,000","$169,492"
Scott Brooks,1997,"$50,000","$84,746"
Ron Riley,1997,"$50,000","$84,746"
Ruben Nembhard,1997,"$50,000","$84,746"
William Cunningham,1997,"$50,000","$84,746"
Jerome Allen,1997,"$35,000","$59,322"
Ben Davis,1997,"$25,000","$42,373"
Patrick Savoy,1997,"$25,000","$42,373"
Amal McCaskill,1997,"$20,700","$35,084"
Nate Huffman,1997,"$20,000","$33,898"
Todd Lindeman,1997,"$15,000","$25,423"
Patrick Ewing,1998,"$18,500,000","$30,836,662"
Shaquille O'Neal,1998,"$15,000,000","$25,002,699"
David Robinson,1998,"$14,841,000","$24,737,670"
Kevin Garnett,1998,"$14,000,000","$23,335,852"
Alonzo Mourning,1998,"$13,130,000","$21,885,696"
Juwan Howard,1998,"$13,125,000","$21,877,361"
Hakeem Olajuwon,1998,"$12,943,000","$21,573,995"
Derrick Coleman,1998,"$12,267,000","$20,447,207"
Dikembe Mutombo,1998,"$11,218,000","$18,698,685"
Jayson Williams,1998,"$11,000,000","$18,335,312"
Scottie Pippen,1998,"$11,000,000","$18,335,312"
Larry Johnson,1998,"$10,186,000","$16,978,499"
Charles Oakley,1998,"$10,186,000","$16,978,499"
Chris Webber,1998,"$10,000,000","$16,668,466"
Shawn Kemp,1998,"$9,740,000","$16,235,086"
Antonio McDyess,1998,"$9,000,000","$15,001,619"
Arvydas Sabonis,1998,"$9,000,000","$15,001,619"
Damon Stoudamire,1998,"$9,000,000","$15,001,619"
Rasheed Wallace,1998,"$9,000,000","$15,001,619"
Gary Payton,1998,"$8,715,000","$14,526,568"
Anfernee Hardaway,1998,"$8,505,000","$14,176,530"
Rik Smits,1998,"$8,500,000","$14,168,196"
Latrell Sprewell,1998,"$8,300,000","$13,834,826"
Vlade Divac,1998,"$8,300,000","$13,834,826"
Horace Grant,1998,"$7,843,000","$13,073,078"
Tom Gugliotta,1998,"$7,800,000","$13,001,403"
Bryant Reeves,1998,"$7,222,000","$12,037,966"
Elden Campbell,1998,"$7,000,000","$11,667,926"
Allan Houston,1998,"$7,000,000","$11,667,926"
Danny Manning,1998,"$6,833,000","$11,389,562"
Matt Geiger,1998,"$6,800,000","$11,334,557"
Reggie Miller,1998,"$6,781,000","$11,302,886"
Shawn Bradley,1998,"$6,750,000","$11,251,214"
Grant Hill,1998,"$6,675,000","$11,126,201"
Glenn Robinson,1998,"$6,380,000","$10,634,481"
Steve Smith,1998,"$6,300,000","$10,501,133"
Terrell Brandon,1998,"$6,300,000","$10,501,133"
Karl Malone,1998,"$6,142,000","$10,237,771"
Jason Kidd,1998,"$6,041,000","$10,069,420"
Michael Finley,1998,"$6,000,000","$10,001,079"
Theo Ratliff,1998,"$6,000,000","$10,001,079"
Brian Grant,1998,"$6,000,000","$10,001,079"
Kenny Anderson,1998,"$5,845,000","$9,742,718"
Tim Hardaway,1998,"$5,600,000","$9,334,341"
Mark Price,1998,"$5,488,000","$9,147,654"
Christian Laettner,1998,"$5,360,000","$8,934,297"
Tyrone Hill,1998,"$5,352,000","$8,920,963"
Sean Elliott,1998,"$5,333,000","$8,889,293"
Ron Harper,1998,"$5,280,000","$8,800,950"
Glen Rice,1998,"$5,248,000","$8,747,611"
A.C. Green,1998,"$5,125,088","$8,542,735"
Charles Smith,1998,"$5,052,223","$8,421,280"
Jamal Mashburn,1998,"$5,033,000","$8,389,239"
Kendall Gill,1998,"$5,000,000","$8,334,233"
Robert Horry,1998,"$5,000,000","$8,334,233"
Isaac Austin,1998,"$5,000,000","$8,334,233"
Bison Dele,1998,"$4,860,000","$8,100,874"
Isaiah Rider,1998,"$4,810,000","$8,017,532"
Alan Henderson,1998,"$4,725,000","$7,875,850"
Bryant Stith,1998,"$4,666,000","$7,777,506"
Toni Kukoc,1998,"$4,610,000","$7,684,162"
PJ Brown,1998,"$4,480,000","$7,467,472"
Otis Thorpe,1998,"$4,400,000","$7,334,125"
Will Perdue,1998,"$4,373,000","$7,289,120"
Donyell Marshall,1998,"$4,370,000","$7,284,119"
Greg Ostertag,1998,"$4,333,000","$7,222,446"
Chris Gatling,1998,"$4,266,000","$7,110,767"
Vin Baker,1998,"$4,264,000","$7,107,434"
Rony Seikaly,1998,"$4,252,000","$7,087,431"
Brian Shaw,1998,"$4,250,000","$7,084,097"
Lionel Simmons,1998,"$4,238,500","$7,064,929"
Jim McIlvaine,1998,"$4,200,000","$7,000,755"
Wesley Person,1998,"$4,200,000","$7,000,755"
Derrick McKey,1998,"$4,200,000","$7,000,755"
Anthony Mason,1998,"$4,165,000","$6,942,416"
Stojko Vrankovic,1998,"$4,060,000","$6,767,397"
Dale Davis,1998,"$4,038,000","$6,730,726"
Bobby Hurley,1998,"$4,030,000","$6,717,391"
Danny Ferry,1998,"$4,000,000","$6,667,386"
John Starks,1998,"$4,000,000","$6,667,386"
Luc Longley,1998,"$4,000,000","$6,667,386"
Sharone Wright,1998,"$4,000,000","$6,667,386"
John Stockton,1998,"$4,000,000","$6,667,386"
Calbert Cheaney,1998,"$4,000,000","$6,667,386"
Jerry Stackhouse,1998,"$3,887,000","$6,479,032"
Chuck Person,1998,"$3,860,000","$6,434,027"
Loy Vaught,1998,"$3,830,000","$6,384,022"
Robert Pack,1998,"$3,780,000","$6,300,680"
Ken Norman,1998,"$3,775,000","$6,292,346"
Dee Brown,1998,"$3,750,000","$6,250,674"
Jason Caffey,1998,"$3,675,000","$6,125,661"
BJ Armstrong,1998,"$3,650,000","$6,083,989"
Hersey Hawkins,1998,"$3,644,000","$6,073,989"
Chris Childs,1998,"$3,640,000","$6,067,321"
Mookie Blaylock,1998,"$3,600,000","$6,000,647"
Brent Barry,1998,"$3,600,000","$6,000,647"
Chris Mills,1998,"$3,600,000","$6,000,647"
Mark Jackson,1998,"$3,600,000","$6,000,647"
Allen Iverson,1998,"$3,537,000","$5,895,636"
Chris Mullin,1998,"$3,510,000","$5,850,631"
Dana Barros,1998,"$3,500,000","$5,833,963"
Antonio Davis,1998,"$3,500,000","$5,833,963"
Lamond Murray,1998,"$3,500,000","$5,833,963"
Clifford Robinson,1998,"$3,500,000","$5,833,963"
Bobby Phills,1998,"$3,480,000","$5,800,626"
Jeff Hornacek,1998,"$3,455,000","$5,758,955"
Bryon Russell,1998,"$3,428,000","$5,713,950"
Tim Duncan,1998,"$3,413,000","$5,688,947"
Detlef Schrempf,1998,"$3,333,000","$5,555,599"
Scott Williams,1998,"$3,300,000","$5,500,593"
Dan Majerle,1998,"$3,290,000","$5,483,925"
Armen Gilliam,1998,"$3,244,000","$5,407,250"
Nick Anderson,1998,"$3,200,000","$5,333,909"
Stacey Augmon,1998,"$3,200,000","$5,333,909"
Marcus Camby,1998,"$3,164,000","$5,273,902"
Bob Sura,1998,"$3,133,000","$5,222,230"
Andrew Lang,1998,"$3,068,000","$5,113,885"
Keith Van Horn,1998,"$3,054,000","$5,090,549"
Pooh Richardson,1998,"$3,030,000","$5,050,545"
Rodney Rogers,1998,"$3,000,000","$5,000,539"
Sam Cassell,1998,"$3,000,000","$5,000,539"
Derek Strong,1998,"$3,000,000","$5,000,539"
Walt Williams,1998,"$3,000,000","$5,000,539"
Avery Johnson,1998,"$3,000,000","$5,000,539"
Grant Long,1998,"$2,977,000","$4,962,202"
Micheal Williams,1998,"$2,975,000","$4,958,868"
Doug West,1998,"$2,915,000","$4,858,857"
Darrell Armstrong,1998,"$2,900,000","$4,833,855"
Shareef Abdur-Rahim,1998,"$2,842,000","$4,737,178"
Voshon Lenard,1998,"$2,837,000","$4,728,843"
Muggsy Bogues,1998,"$2,800,000","$4,667,170"
Rex Chapman,1998,"$2,800,000","$4,667,170"
Eric Williams,1998,"$2,780,000","$4,633,833"
Travis Best,1998,"$2,750,000","$4,583,828"
Carl Herrera,1998,"$2,742,500","$4,571,325"
Chauncey Billups,1998,"$2,742,000","$4,570,493"
Michael Olowokandi,1998,"$2,700,000","$4,500,485"
Adam Keefe,1998,"$2,650,000","$4,417,143"
Ervin Johnson,1998,"$2,594,000","$4,323,800"
Stephon Marbury,1998,"$2,562,000","$4,270,461"
Greg Minor,1998,"$2,520,000","$4,200,453"
Dino Radja,1998,"$2,500,000","$4,167,116"
Mitch Richmond,1998,"$2,500,000","$4,167,116"
Khalid Reeves,1998,"$2,477,000","$4,128,778"
Antonio Daniels,1998,"$2,472,000","$4,120,444"
Don MacLean,1998,"$2,460,000","$4,100,442"
Pervis Ellison,1998,"$2,420,000","$4,033,768"
Tyrone Corbin,1998,"$2,400,000","$4,000,431"
Travis Knight,1998,"$2,400,000","$4,000,431"
Mike Bibby,1998,"$2,400,000","$4,000,431"
Popeye Jones,1998,"$2,381,000","$3,968,761"
